,persnr,openness,conscientiousness,extraversion,agreeableness,schooling_years,fluency,symbol,neuroticism,experience,experience_squared,log_wages,occupation
148,57002,-0.6724069840182524,1.6085836036749046,0.5219075703927558,-0.6320757743427969,12.0,-0.43270729423731663,0.33933180984809275,-0.0949674998311851,40.0,1600.0,3.191675598569044,2
149,57003,-1.051942729661838,-0.2624227891374553,-0.5896820901659722,-1.1388577254093575,12.0,-0.6545249138762086,0.33933180984809275,0.3849032855211989,22.0,484.0,2.9234116119743647,3
150,709403,-0.29287123837466633,-1.0502149545321338,-0.0894204266786879,-0.33997184335131436,10.5,-0.7284641204225059,0.4929870913139301,-1.460845175297784,17.5,306.25,2.8267847762852933,4
157,57203,0.8457359985560913,-0.06547474778878652,-0.08955937538625773,-1.2921991683201273,10.5,-1.024220946607695,0.03202124691641793,0.7173047096924763,25.5,650.25,2.9986350332119525,4
160,57206,2.743414726774021,-1.1486889752064686,-0.08951305915040128,0.01346866480447656,10.5,-0.8763425335151005,0.33933180984809275,1.3446448562259656,16.5,272.25,2.8534530233674547,4
161,57206,2.743414726774021,-1.1486889752064686,-0.08951305915040128,0.28948326204386216,10.5,-0.21088967459842473,-0.12163403454941946,1.123440814454306,16.5,272.25,2.8534530233674547,4
162,57206,2.743414726774021,-1.1486889752064686,-0.08951305915040128,0.28948326204386216,10.5,-0.21088967459842473,0.18567652838225532,1.2709101756354133,16.5,272.25,2.8534530233674547,4
185,61301,-0.6724069840182524,0.8207914382802263,0.18852330469685058,0.5041612821189403,10.5,0.30668477122565646,-0.19846167528233816,1.0865734741590298,31.5,992.25,2.972201776143797,3
186,61301,-0.6724069840182524,0.8207914382802263,0.18852330469685058,0.01346866480447656,10.5,-0.8763425335151005,-0.27528931601525686,1.0497061338637537,31.5,992.25,2.972201776143797,3
187,61301,-0.6724069840182524,0.8207914382802263,0.18852330469685058,0.19747839629740102,10.5,-0.43270729423731663,-0.27528931601525686,1.0497061338637537,31.5,992.25,2.972201776143797,3
188,61703,0.8457359985560913,-0.4593708304861252,-0.2561125595266405,3.115496948368148,12.0,0.6024415974108457,-0.35211695674817556,1.0128387935684762,22.0,484.0,2.673950752342782,2
190,61801,-0.6724069840182524,0.8207914382802263,1.3002519139631488,1.764581871831333,18.0,-0.6545249138762086,-1.2740486455431999,-1.3490524313843757,29.0,841.0,3.3934152412201004,3
191,61801,-0.6724069840182524,0.8207914382802263,1.3002519139631488,1.856586737577795,18.0,-0.43270729423731663,-1.1203933640773625,-1.2753177507938227,29.0,841.0,3.3934152412201004,3
192,61801,-0.6724069840182524,0.8207914382802263,1.3002519139631488,2.28594277772795,18.0,0.6024415974108457,0.6466423727797675,-0.4273689240024638,29.0,841.0,3.3934152412201004,3
209,862402,-0.29287123837466633,-0.7547928925091294,1.244579798463499,0.22663630595751377,14.5,1.637590489059008,0.9539529357114424,-0.27989956282135786,16.5,272.25,3.372361832022268,1
213,66702,0.8457359985560913,0.3284213349085532,-0.23536288586287765,0.7801758793583253,14.5,0.9721376301423322,0.18567652838225532,0.3111686049306453,26.5,702.25,2.8772040475215173,2
221,66903,1.2252717441996768,-0.06547474778878652,0.4108412368085962,0.4428247049546329,10.5,0.15880635813306182,-0.12163403454941946,0.6435700291019226,23.5,552.25,3.239264561392842,2
222,66903,1.2252717441996768,-0.06547474778878652,0.4108412368085962,0.07480524196878453,10.5,-0.7284641204225059,-0.8899104418786065,0.27489662614915844,23.5,552.25,3.239264561392842,2
223,66903,1.2252717441996768,-0.06547474778878652,0.4108412368085962,0.044136953386630824,10.5,-0.8024033269688032,-0.19846167528233816,0.6067026888066465,23.5,552.25,3.239264561392842,2
228,67102,0.8457359985560913,1.6085836036749046,-1.2009637710015595,-1.2001943025736652,10.5,-0.8024033269688032,-1.1972210048102812,0.12742726496805187,43.5,1892.25,2.1249039157565934,3
229,67104,-0.6724069840182524,-1.6410590785781423,-0.08946674291454458,0.08938419679884146,14.5,0.30668477122565646,-0.5825998789469317,0.4223659873302644,5.5,30.25,2.8008092898820327,3
232,67702,0.4662002529125057,1.707057624349239,0.8000828829475776,1.9325022695721596,18.0,0.7503200105034403,-2.042325052872387,-0.7579842636323731,35.0,1225.0,3.6966015002078465,2
233,67702,0.4662002529125057,1.707057624349239,0.8000828829475776,2.08584371248293,18.0,1.1200160432349269,-1.2740486455431999,-0.3893108606796083,35.0,1225.0,3.6966015002078465,2
237,68203,-0.6724069840182524,-0.16394876846312093,-0.7749933498282835,1.2738892545168705,18.0,-1.8375522186169655,-2.042325052872387,-1.717725834337141,16.0,256.0,2.400163468209817,3
238,68204,0.4662002529125057,0.8207914382802263,0.5218149379210427,-1.6295503427238207,12.0,-1.8375522186169655,-2.042325052872387,-0.7579842636323731,34.0,1156.0,3.166357790584754,2
239,68301,0.4662002529125057,0.525369376257222,0.018913248989931398,-1.2776202134900705,10.5,0.010927945040467207,1.261263498643117,1.3071821544169,30.5,930.25,2.633727536851911,4
247,69701,0.08666450726891918,1.017739479628896,-1.3073058485283444,1.6886663398369688,11.5,-1.8375522186169655,-2.042325052872387,-1.237855048984757,32.5,1056.25,-0.3977430620142541,2
248,69702,-0.6724069840182524,0.22994731423421774,-0.36731784181837,0.38148812779032437,10.5,0.010927945040467207,1.7222293430406292,2.0082569815409417,29.5,870.25,2.635729539522584,3
249,69704,-0.29287123837466633,-2.1334291819498157,-1.0117156312914362,0.5961661478654026,9.0,0.5285023908645484,1.799056983773548,1.5652535364838345,8.0,64.0,1.4968159540809485,4
260,614002,-1.431478475305424,0.22994731423421774,2.800944271953288,1.456388607087753,15.0,0.6024415974108457,0.7234700135126862,0.5692399869975797,27.0,729.0,3.83970234384852,1
266,73205,0.4662002529125057,0.4268953555828876,-0.8563709762283538,1.1029480989319627,15.0,0.7503200105034403,0.03202124691641793,0.23743392434009167,26.0,676.0,2.552347930583533,3
271,74303,0.08666450726891918,-0.06547474778878652,0.8554771010320874,-0.3852190867635244,10.0,-1.8375522186169655,-2.042325052872387,0.2017573070723942,25.0,625.0,3.1057331687683196,2
273,76402,0.8457359985560913,0.03299927288554893,-1.2911414822143863,0.16681010771524676,10.5,-0.506646500783614,0.33933180984809275,1.3446448562259656,25.5,650.25,0.8747417289612827,3
289,81303,2.743414726774021,-0.3608968098117908,0.24419542019650037,2.193937911981489,9.0,0.3806239777719537,-0.04480639381650076,1.1603081547495835,22.0,484.0,2.8249715391611123,4
314,86806,-0.6724069840182524,-1.9364811406011464,-0.16760223280465192,1.3643837413412918,11.5,0.3806239777719537,1.6454017023077105,1.0116480705408974,6.5,42.25,2.663437346325877,4
315,86806,-0.6724069840182524,-1.9364811406011464,-0.16760223280465192,1.456388607087753,11.5,0.6024415974108457,2.1831951874381414,1.2697194526078333,6.5,42.25,2.663437346325877,4
316,86806,-0.6724069840182524,-1.9364811406011464,-0.16760223280465192,1.487056895669907,11.5,0.676380803957143,1.799056983773548,1.085382751131451,6.5,42.25,2.663437346325877,4
317,88901,-0.29287123837466633,0.3284213349085532,5.579733158406682,0.8108441679404802,15.0,1.0460768366886295,0.8771252949785237,1.1228454529405167,25.0,625.0,4.350527967614511,1
323,791302,0.8457359985560913,-0.16394876846312093,-0.03374831117903834,-0.09462553469408246,10.5,-0.1369504680521274,0.4161594505810114,1.3815121965212418,22.5,506.25,3.174726040255271,1
324,791302,0.8457359985560913,-0.16394876846312093,-0.03374831117903834,-0.03328895752977448,10.5,0.010927945040467207,0.800297654245605,1.565848897997624,22.5,506.25,3.174726040255271,1
325,791302,0.8457359985560913,-0.16394876846312093,-0.03374831117903834,-0.12529382327623617,10.5,-0.21088967459842473,0.4929870913139301,1.418379536816518,22.5,506.25,3.174726040255271,1
337,95503,0.4662002529125057,-0.3608968098117908,-0.43415217015946356,2.408615932056567,11.5,0.898198423596035,0.7234700135126862,0.08936920164519573,22.5,506.25,2.461376152377806,2
340,103301,-0.29287123837466633,1.707057624349239,-0.36727152558251336,0.4734929935367861,10.5,0.23274556467935914,0.26250416911517405,1.3077775159306895,39.5,1560.25,2.1249039157565934,4
351,106902,-0.6724069840182524,1.4116355623262349,-1.201241668416699,-1.2776202134900703,13.0,0.010927945040467207,-0.8130828011456878,-0.16810681890794937,37.0,1369.0,1.9425823589626385,2
352,106902,-0.6724069840182524,1.4116355623262349,-1.201241668416699,-0.6642544418469911,13.0,1.4897120759664133,-0.19846167528233816,0.1268319034542625,37.0,1369.0,1.9425823589626385,2
353,106902,-0.6724069840182524,1.4116355623262349,-1.201241668416699,-0.6029178646826834,13.0,1.637590489059008,0.6466423727797675,0.5323726467023036,37.0,1369.0,1.9425823589626385,2
359,108003,0.4662002529125057,-1.0502149545321338,0.19343282569765172,-0.7240806400892587,14.5,-0.6545249138762086,-0.9667380826115252,-0.2418414994985017,13.5,182.25,2.91478628526831,3
360,108003,0.4662002529125057,-1.0502149545321338,0.19343282569765172,-0.20271973419264147,14.5,0.6024415974108457,1.1844358579101983,0.7904440287692392,13.5,182.25,2.91478628526831,3
361,108003,0.4662002529125057,-1.0502149545321338,0.19343282569765172,-0.04937829128187181,14.5,0.9721376301423322,0.7234700135126862,0.5692399869975797,13.5,182.25,2.91478628526831,3
369,1081905,-2.5700857122361813,-0.2624227891374553,-0.7286307977358132,-0.77083826242351,9.0,0.23274556467935914,-0.35211695674817556,-0.9066443478410584,24.0,576.0,1.964561265681414,4
376,108803,0.08666450726891918,-0.6563188718347945,-0.03393357612246488,0.534829570701094,15.0,0.3806239777719537,0.5698147320468488,0.9753760917594108,16.0,256.0,2.818051096316539,3
377,108803,0.08666450726891918,-0.6563188718347945,-0.03393357612246488,0.044136953386630824,15.0,-0.8024033269688032,0.26250416911517405,0.8279067305783061,16.0,256.0,2.818051096316539,3
378,108803,0.08666450726891918,-0.6563188718347945,-0.03393357612246488,0.19747839629740102,15.0,-0.43270729423731663,0.10884888764933663,0.7541720499877524,16.0,256.0,2.818051096316539,3
379,108804,-0.29287123837466633,-0.6563188718347945,-0.033840943650751486,0.3960670826203813,13.5,1.0460768366886295,0.6466423727797675,1.0122434320546883,15.5,240.25,2.951582488941061,1
380,108804,-0.29287123837466633,-0.6563188718347945,-0.033840943650751486,-0.3399718433513138,13.5,-0.7284641204225059,-0.12163403454941946,0.6435700291019226,15.5,240.25,2.951582488941061,1
381,108804,-0.29287123837466633,-0.6563188718347945,-0.033840943650751486,-0.18663040044054413,13.5,-0.35876808769101937,0.26250416911517405,0.8279067305783061,15.5,240.25,2.951582488941061,1
382,796002,0.08666450726891918,-0.4593708304861252,-0.11734911690022592,0.7188393021940179,10.5,0.8242592170497376,0.4161594505810114,-0.05810015953590958,21.5,462.25,2.88704396780349,3
383,796002,0.08666450726891918,-0.4593708304861252,-0.11734911690022592,-0.01719962377767715,10.5,-0.9502817400613978,-0.12163403454941946,-0.31617154160284466,21.5,462.25,2.88704396780349,3
384,796002,0.08666450726891918,-0.4593708304861252,-0.11734911690022592,0.1361418191330925,10.5,-0.5805857073299112,-0.04480639381650076,-0.2793042013075685,21.5,462.25,2.88704396780349,3
386,109702,-0.29287123837466633,0.13147329355988333,-0.7980588352848772,-0.17205144561048774,10.5,0.676380803957143,0.10884888764933663,1.2340428353401358,28.5,812.25,2.6604221521129556,2
389,667802,0.4662002529125057,0.22994731423421774,-0.32577217825498755,0.2120573511274574,10.5,0.6024415974108457,-0.35211695674817556,0.05309722286370891,28.5,812.25,2.635729539522584,4
394,110101,-0.6724069840182524,0.3284213349085532,1.355460867104232,-1.2776202134900703,11.0,0.010927945040467207,-0.7362551604127691,-0.6111102639650565,30.0,900.0,3.5318175640792195,1
397,110301,0.8457359985560913,0.3284213349085532,-0.31169204255457694,0.25881497346170845,10.5,-0.28482888114472205,-1.0435657233444438,0.6810327309109895,31.5,992.25,2.5844362451350333,4
404,110603,0.4662002529125057,-0.5578448511604601,-0.25666835435691987,1.456388607087753,11.5,0.6024415974108457,-0.42894459748109426,0.016229882568432743,19.5,380.25,2.6734506273010994,3
405,110603,0.4662002529125057,-0.5578448511604601,-0.25666835435691987,1.0270325669375981,11.5,-0.43270729423731663,0.8771252949785237,0.6429746675881334,19.5,380.25,2.6734506273010994,3
406,110603,0.4662002529125057,-0.5578448511604601,-0.25666835435691987,1.5790617614163693,11.5,0.898198423596035,0.6466423727797675,0.5323726467023036,19.5,380.25,2.6734506273010994,3
407,110604,1.2252717441996768,-1.1486889752064686,-0.7563742230139249,-0.03328895752977393,10.5,0.010927945040467207,-0.27528931601525686,0.08996456315898571,15.5,240.25,2.5487181625329542,3
408,110604,1.2252717441996768,-1.1486889752064686,-0.7563742230139249,0.18138906254530315,10.5,0.5285023908645484,1.1076082171772796,0.7535766884739631,15.5,240.25,2.5487181625329542,3
412,110801,-1.051942729661838,1.5101095830005702,0.24396383901721713,-1.2001943025736652,10.5,-0.8024033269688032,-1.0435657233444438,-2.1981919812033137,41.5,1722.25,3.0455143087752647,3
413,110801,-1.051942729661838,1.5101095830005702,0.24396383901721713,-1.0775211482450493,10.5,-0.506646500783614,-0.505772238214013,-1.9401205991363788,41.5,1722.25,3.0455143087752647,3
414,110801,-1.051942729661838,1.5101095830005702,0.24396383901721713,-1.0775211482450493,10.5,-0.506646500783614,-0.9667380826115252,-2.1613246409080378,41.5,1722.25,3.0455143087752647,3
427,975502,0.8457359985560913,-0.3608968098117908,1.189046631671419,0.19747839629740047,15.0,-0.43270729423731663,-0.04480639381650076,-0.2793042013075685,17.0,289.0,3.373328482653363,1
428,975502,0.8457359985560913,-0.3608968098117908,1.189046631671419,0.5041612821189403,15.0,0.30668477122565646,1.799056983773548,0.6055119657790679,17.0,289.0,3.373328482653363,1
429,975502,0.8457359985560913,-0.3608968098117908,1.189046631671419,0.8415124565226333,15.0,1.1200160432349269,1.9527122652393853,0.6792466463696202,17.0,289.0,3.373328482653363,1
430,609703,1.2252717441996768,-0.6563188718347945,-0.9981912904213048,0.02955799855657444,9.0,-1.8375522186169655,-2.042325052872387,0.2017573070723942,24.0,576.0,1.5346141206363557,4
443,112503,0.8457359985560913,-0.2624227891374553,0.6332518013920552,-2.383188981369653,7.0,-0.6545249138762086,-1.3508762862761186,-0.42617820097488507,27.0,729.0,2.818051096316539,4
449,112508,-0.29287123837466633,-1.6410590785781423,-1.195266873991196,2.271363822897893,9.0,-0.43270729423731663,-0.8130828011456878,-0.6479776042603334,10.0,100.0,0.7713993774596934,4
450,112508,-0.29287123837466633,-1.6410590785781423,-1.195266873991196,2.179358957151432,9.0,-0.6545249138762086,1.4149187801089544,0.4211752643026857,10.0,100.0,0.7713993774596934,4
451,112508,-0.29287123837466633,-1.6410590785781423,-1.195266873991196,2.731388151630203,9.0,0.676380803957143,0.03202124691641793,-0.2424368610122917,10.0,100.0,0.7713993774596934,4
452,1055902,-1.051942729661838,-0.8532669131834644,0.021738539377184916,0.18138906254530315,10.5,0.5285023908645484,0.9539529357114424,0.1999712225310255,16.5,272.25,2.8100829266673615,4
461,1003703,-0.29287123837466633,-1.1486889752064686,-0.08937411044283144,0.2120573511274574,12.0,0.6024415974108457,1.7222293430406292,-0.8709677305733603,14.0,196.0,2.7267013177283106,4
463,113401,-2.949621457879767,0.525369376257222,-0.2839023010406087,-1.3228674569022811,9.0,-1.0981601531539924,-1.0435657233444438,0.20116194555860548,36.0,1296.0,2.610411731538294,4
464,113401,-2.949621457879767,0.525369376257222,-0.2839023010406087,-0.8935114167521256,9.0,-0.0630112615058301,-0.42894459748109426,0.49610066792081675,36.0,1296.0,2.610411731538294,4
467,113403,0.8457359985560913,-1.6410590785781423,-0.5895431414584024,-0.9241797053342796,10.5,-0.1369504680521274,0.33933180984809275,0.3849032855211989,11.5,132.25,2.502198146898061,4
469,1080302,0.8457359985560913,-1.0502149545321338,-0.03379462741489504,1.441809652257696,10.5,-0.43270729423731663,-0.8899104418786065,-2.604328085965145,15.5,240.25,2.5949075450023287,4
470,1080302,0.8457359985560913,-1.0502149545321338,-0.03379462741489504,1.8711656924078517,10.5,0.6024415974108457,0.18567652838225532,-2.088185321831274,15.5,240.25,2.5949075450023287,4
471,1080302,0.8457359985560913,-1.0502149545321338,-0.03379462741489504,1.77916082666139,10.5,0.3806239777719537,0.18567652838225532,-2.088185321831274,15.5,240.25,2.5949075450023287,4
475,114302,0.8457359985560913,-0.16394876846312093,0.4108875530444529,0.5041612821189403,14.5,0.30668477122565646,-1.1203933640773625,-0.3155761800890553,20.5,420.25,2.88258961745411,2
476,114302,0.8457359985560913,-0.16394876846312093,0.4108875530444529,0.8721807451047876,14.5,1.1939552497812242,0.18567652838225532,0.3111686049306453,20.5,420.25,2.88258961745411,2
477,114302,0.8457359985560913,-0.16394876846312093,0.4108875530444529,0.8415124565226333,14.5,1.1200160432349269,0.33933180984809275,0.3849032855211989,20.5,420.25,2.88258961745411,2
478,884502,0.08666450726891918,-0.9517409338577988,0.24405647148893053,-0.20271973419264147,18.0,0.6024415974108457,-0.8899104418786065,-0.20497415920322554,10.0,100.0,3.007293095955067,2
479,884502,0.08666450726891918,-0.9517409338577988,0.24405647148893053,0.011958285882436163,18.0,1.1200160432349269,0.9539529357114424,0.6798420078834095,10.0,100.0,3.007293095955067,2
480,884502,0.08666450726891918,-0.9517409338577988,0.24405647148893053,0.31864117170397604,18.0,1.8594081086979,0.9539529357114424,0.6798420078834095,10.0,100.0,3.007293095955067,2
483,114701,1.2252717441996768,0.4268953555828876,0.5776260021282621,0.4121564163724781,14.0,0.08486715158676451,-0.19846167528233816,-1.3127804526028888,29.0,841.0,3.1953453274580066,2
484,114701,1.2252717441996768,0.4268953555828876,0.5776260021282621,0.8108441679404802,14.0,1.0460768366886295,0.4161594505810114,-1.0178417302406768,29.0,841.0,3.1953453274580066,2
485,114701,1.2252717441996768,0.4268953555828876,0.5776260021282621,0.8721807451047876,14.0,1.1939552497812242,0.800297654245605,-0.8335050287642948,29.0,841.0,3.1953453274580066,2
497,114903,0.08666450726891918,-1.9364811406011464,-0.5894968252225458,1.0561904765977115,11.5,1.637590489059008,1.030780576444361,-0.7229030078784651,5.5,30.25,2.2790545955838515,4
498,114904,0.4662002529125057,-2.0349551612754815,-0.8674868728339411,0.765596924528269,13.0,-0.0630112615058301,0.26250416911517405,-1.0915764108312291,2.0,4.0,1.8754430561250102,3
506,115804,-0.29287123837466633,0.13147329355988333,1.2444871659917855,0.0587159082166872,14.5,0.23274556467935914,-1.6581868492077934,-0.09377677680360769,24.5,600.25,3.3503829253034927,2
512,117801,1.6048074898432634,0.8207914382802263,3.0788416870929702,2.331190021140162,18.0,1.7115296956053052,-0.04480639381650076,0.6804373693971989,25.0,625.0,3.70357016952394,1
513,117801,1.6048074898432634,0.8207914382802263,3.0788416870929702,2.3925265983044692,18.0,1.8594081086979,0.33933180984809275,0.8647740708735823,25.0,625.0,3.70357016952394,1
514,117801,1.6048074898432634,0.8207914382802263,3.0788416870929702,2.1778485782293924,18.0,1.3418336628738188,-0.04480639381650076,0.6804373693971989,25.0,625.0,3.70357016952394,1
517,118501,0.08666450726891918,0.6238433969315574,0.07722538993340793,1.5951510951684666,10.5,-0.0630112615058301,0.8771252949785237,-0.7966376884690186,33.5,1122.25,2.7803107683336914,4
520,118502,-0.29287123837466633,1.017739479628896,-0.31169204255457694,0.6122554816174993,13.5,-0.43270729423731663,0.33933180984809275,0.3849032855211989,33.5,1122.25,2.635729539522584,3
530,121502,1.2252717441996768,0.9192654589545617,-0.20048676026284756,0.5654978592832482,10.5,0.45456318431825105,-0.04480639381650076,1.1603081547495835,34.5,1190.25,2.684519703692016,4
532,122301,-0.6724069840182524,0.7223174176058919,0.5218612541568991,-0.7999961720836231,18.0,-1.8375522186169655,-2.042325052872387,-1.717725834337141,27.0,729.0,2.8479040594662197,2
539,123701,-1.431478475305424,0.6238433969315574,-0.03370199494318164,1.4724779408398507,15.0,-0.35876808769101937,-0.42894459748109426,-0.46364090278395126,28.0,784.0,2.7692609321471067,3
568,125905,-1.8110142209490099,-2.0349551612754815,-0.9509487298475588,1.8098291152435437,13.5,0.45456318431825105,-0.12163403454941946,-0.7960423269552287,3.5,12.25,1.6549002865108577,3
571,1087502,-1.051942729661838,-1.444111037229473,0.24396383901721713,-0.5868285309305863,15.0,0.676380803957143,-0.505772238214013,0.4592333276255393,9.0,81.0,3.1408244885795895,4
575,126202,-0.29287123837466633,1.3131615416519005,0.021784855613041363,-0.14138315702833348,10.5,0.7503200105034403,0.18567652838225532,-1.60831453647889,39.5,1560.25,2.8970943036569916,2
585,862002,2.743414726774021,-0.7547928925091294,0.4106559718651699,0.33473050545607336,11.5,0.898198423596035,1.1076082171772796,0.7535766884739631,20.5,420.25,2.965971226393161,4
592,129102,-0.6724069840182524,0.22994731423421774,0.18852330469685058,0.672081679859767,14.5,1.7115296956053052,0.5698147320468488,0.4955053064070274,24.5,600.25,3.1347207056415716,2
593,129102,-0.6724069840182524,0.22994731423421774,0.18852330469685058,0.15072077396314942,14.5,0.45456318431825105,0.4929870913139301,0.4586379661117512,24.5,600.25,3.1347207056415716,2
594,129102,-0.6724069840182524,0.22994731423421774,0.18852330469685058,0.5187402369489973,14.5,1.3418336628738188,0.5698147320468488,0.4955053064070274,24.5,600.25,3.1347207056415716,2
596,129601,1.2252717441996768,0.4268953555828876,0.24405647148893053,-0.47873433143202676,11.5,-0.0630112615058301,0.7234700135126862,1.049110772349963,32.5,1056.25,3.169812025452842,4
597,129602,0.4662002529125057,0.6238433969315574,-1.2010100872374159,1.4111413636755428,11.5,-0.506646500783614,0.6466423727797675,0.5323726467023036,31.5,992.25,1.9425823589626385,3
602,129801,-1.051942729661838,0.03299927288554893,-0.8860133671765864,-0.9855162824985874,10.5,-0.28482888114472205,0.8771252949785237,1.6027162382929,28.5,812.25,1.7506913511525333,4
609,130205,0.8457359985560913,-0.9517409338577988,-0.7564205392497815,0.9802749446033472,13.5,0.45456318431825105,1.1844358579101983,1.2703148141216227,13.5,182.25,2.76666689697006,3
610,1103802,0.4662002529125057,-0.3608968098117908,0.8308831797922256,0.9335173222690956,15.0,1.3418336628738188,0.8771252949785237,0.6429746675881334,19.0,361.0,3.2000327370667208,1
611,130301,-0.29287123837466633,1.4116355623262349,0.3863862642763042,0.12005248538099572,11.5,0.3806239777719537,0.6466423727797675,0.0525018613499202,38.5,1482.25,3.0918877619462664,2
